variable,mean,median,sd,MC_error,val2.5pc,val97.5pc,start,sample,ESS
"mu[14,3]",158.8,156.4,17.62,0.6972,131.1,200.8,15001,50000,638
"mu[14,4]",278,274.2,30.59,1.027,228.1,348.7,15001,50000,886
"mu[15,1]",439.8,420.7,106.9,6.227,286.8,703.2,15001,50000,294
"mu[15,2]",156.7,151.5,29.93,1.629,112.7,226.5,15001,50000,337
"mu[15,3]",93.58,92.45,10.69,0.3636,75.69,118.1,15001,50000,863
"mu[15,4]",356.2,351.7,35.4,1.225,299.4,438.9,15001,50000,834
"mu[16,1]",312.4,301.7,71.55,3.864,203.5,482.7,15001,50000,342
"mu[16,2]",246.5,238.4,47.13,2.494,176.4,359.5,15001,50000,356
"mu[16,3]",121.5,120.3,14.66,0.4687,95.97,154.2,15001,50000,978
"mu[16,4]",364.2,360.8,34.71,1.126,306,442.7,15001,50000,950
"mu[17,1]",263,256,56.34,2.848,172.6,390.2,15001,50000,391
"mu[17,2]",175.8,170.7,30.5,1.537,128.8,245.5,15001,50000,393
"mu[17,3]",189,187.9,22.1,0.6183,148.8,235.8,15001,50000,1277
"mu[17,4]",387.1,384.3,36.37,1.133,323.6,466.4,15001,50000,1030
"mu[18,1]",356.1,344.3,81.39,4.431,227.9,545.7,15001,50000,337
"mu[18,2]",139.5,136.2,23.48,1.155,102.4,193.4,15001,50000,413
"mu[18,3]",136.8,136.2,16.33,0.4637,106.7,171.5,15001,50000,1240
"mu[18,4]",466.7,463.8,44.22,1.461,388.9,562.7,15001,50000,916
"mu[19,1]",452.5,435.7,101.4,5.533,302.8,686.3,15001,50000,335
"mu[19,2]",197.8,192.4,33.57,1.676,146.7,275.9,15001,50000,401
"mu[19,3]",115.7,114.8,14.06,0.408,90.4,145.7,15001,50000,1188
"mu[19,4]",486.9,483.4,49.67,1.753,399.4,594.7,15001,50000,803
"mu[20,1]",474.3,459.5,96.47,5.122,329.7,695.1,15001,50000,354
"mu[20,2]",272.7,265.8,50.32,2.57,194.6,385.6,15001,50000,383
"mu[20,3]",154.1,153.2,17.34,0.5011,122.2,191,15001,50000,1197
"mu[20,4]",481.3,477.8,51.45,1.887,391.3,592.1,15001,50000,743
"mu[21,1]",432.2,418.7,90.17,4.822,292.1,630.4,15001,50000,349
"mu[21,2]",327.5,319.5,50.56,2.571,249.9,442.9,15001,50000,386
"mu[21,3]",182.9,181.8,23.92,0.8279,139.2,232.7,15001,50000,835
"mu[21,4]",489,485.1,51.29,1.849,400.2,601.3,15001,50000,769
"mu[22,1]",508.8,491.1,112.7,6.249,335.8,763.6,15001,50000,325
"mu[22,2]",242.8,236.3,39.08,2.057,183.6,334.7,15001,50000,360
"mu[22,3]",267.2,265.6,25.04,0.7942,222.3,321.6,15001,50000,993
"mu[22,4]",481.8,479.6,43.16,1.296,402.8,572.5,15001,50000,1108
"mu[23,1]",501.2,486.9,98.63,5.226,349.7,730,15001,50000,356
"mu[23,2]",235.2,229.6,41.77,2.214,169.5,328.8,15001,50000,356
"mu[23,3]",186.9,186.8,15.22,0.3645,157.5,217.1,15001,50000,1743
"mu[23,4]",551.9,551.3,38.38,0.7588,477.7,628.7,15001,50000,2558
"mu[24,1]",590.5,575.4,114.1,6.154,412.4,850.9,15001,50000,344
"mu[24,2]",184.1,179.9,31.25,1.656,134.7,255.2,15001,50000,356
"mu[24,3]",142.8,142.8,11.95,0.2229,119.1,165.9,15001,50000,2873
"mu[24,4]",554.3,553.7,36.75,0.5139,483.4,627.3,15001,50000,5113
"mu[25,1]",495.4,478.6,111,6.021,328.8,759.2,15001,50000,340
"mu[25,2]",379.6,372,68.81,3.252,266,530.1,15001,50000,447
"mu[25,3]",116.9,116.8,12.77,0.3252,92.19,142.3,15001,50000,1542
"mu[25,4]",507.8,508.1,31.21,0.4106,446.2,568.8,15001,50000,5777
"mu[26,1]",299.1,289.9,63.59,3.374,203.8,448.5,15001,50000,355
"mu[26,2]",310.7,304.8,53.23,2.648,223.7,428,15001,50000,404
"mu[26,3]",150.2,150.2,16.65,0.3131,117.4,182.8,15001,50000,2828
"mu[26,4]",464.2,464.4,28.32,0.2232,408.9,519.2,15001,50000,16099
"mu[27,1]",221.6,215.3,49.58,2.352,143.4,335,15001,50000,444
"mu[27,2]",178.8,174.6,30.51,1.596,131,248,15001,50000,365
"mu[27,3]",131,131.1,14.09,0.1812,103.3,158.5,15001,50000,6046
"mu[27,4]",457,457.2,35.44,0.3325,386.8,525.4,15001,50000,11358
"mu[28,1]",236,213.8,115.7,2.949,84.41,515.9,15001,50000,1540
"mu[28,2]",120.8,118.4,45.23,1.294,40.14,217.2,15001,50000,1221
"mu[28,3]",91.62,91.24,28.84,0.6474,36.76,148.6,15001,50000,1985
"mu[28,4]",434.2,435.3,49.91,0.5448,331.5,531.1,15001,50000,8392
"mu[29,1]",261.6,215.8,198.5,3.702,57.12,731.1,15001,50000,2877
"mu[29,2]",124.7,110.1,74.04,1.569,29.16,306.3,15001,50000,2225
"mu[29,3]",67.38,64.06,33.35,0.6716,13.46,140.1,15001,50000,2465
"mu[29,4]",384.8,386.8,64.36,0.9552,252.9,508.7,15001,50000,4539
"mu[30,1]",290.8,217.8,301,4.714,41.77,973.6,15001,50000,4078
"mu[30,2]",136.4,108.2,117,1.927,21.17,414.3,15001,50000,3686
"mu[30,3]",72.86,62.11,50.58,0.8746,9.825,197.9,15001,50000,3345
"mu[30,4]",328.3,328.7,75.22,1.251,179.3,476.7,15001,50000,3617
"mu[31,1]",323.1,217.8,464.2,6.026,31.84,1234,15001,50000,5934
"mu[31,2]",150.4,106.9,175.9,2.488,16.81,532.1,15001,50000,4997
"mu[31,3]",81.79,62.01,78.19,1.118,7.588,267,15001,50000,4892
"mu[31,4]",289.9,286,87.42,1.636,128.7,475,15001,50000,2855
